,Disease,Disease Type,Year,Week,Current Year,Previous Year,Median Previous 5 Years,Cumulative Current Year,Cumulative Previous Year,Cumulative Median Previous 5 Years
2803,Paratyphoid,FOOD/WATER-BORNE DISEASES,2024,23,1,0,0,13,7,6
2804,Poliomyelitis,FOOD/WATER-BORNE DISEASES,2024,23,0,0,0,0,0,0
2805,Salmonellosis,FOOD/WATER-BORNE DISEASES,2024,23,23,25,29,576,536,628
2806,Typhoid,FOOD/WATER-BORNE DISEASES,2024,23,2,2,0,24,25,26
2807,Chikungunya Fever,VECTOR-BORNE DISEASES,2024,23,0,0,0,5,5,7
2808,Dengue Fever,VECTOR-BORNE DISEASES,2024,23,332,162,396,8334,3592,4679
2809,Dengue Haemorrhagic Fever,VECTOR-BORNE DISEASES,2024,23,1,0,0,31,2,23
2810,Japanese Encephalitis,VECTOR-BORNE DISEASES,2024,23,0,0,0,0,0,0
2811,Leptospirosis,VECTOR-BORNE DISEASES,2024,23,1,2,0,22,27,14
2812,Malaria,VECTOR-BORNE DISEASES,2024,23,0,1,0,9,7,7
2813,Murine Typhus,VECTOR-BORNE DISEASES,2024,23,2,0,0,29,4,4
2814,Nipah Virus Infection,VECTOR-BORNE DISEASES,2024,23,0,0,0,0,0,0
2815,Plague,VECTOR-BORNE DISEASES,2024,23,0,0,0,0,0,0
2816,Yellow Fever,VECTOR-BORNE DISEASES,2024,23,0,0,0,0,0,0
2817,Zika Virus Infection,VECTOR-BORNE DISEASES,2024,23,0,1,0,7,19,4
2818,Avian Influenza,AIR/DROPLET-BORNE DISEASES,2024,23,0,0,0,0,0,0
2819,Diphtheria,AIR/DROPLET-BORNE DISEASES,2024,23,0,0,0,0,0,0
2820,Ebola Virus Disease,AIR/DROPLET-BORNE DISEASES,2024,23,0,0,0,0,0,0
2821,Haemophilus influenzae  type b,AIR/DROPLET-BORNE DISEASES,2024,23,0,0,0,0,0,1
2822,Legionellosis,AIR/DROPLET-BORNE DISEASES,2024,23,0,0,0,10,9,7
2823,Measles,AIR/DROPLET-BORNE DISEASES,2024,23,0,1,1,8,6,6
2824,Melioidosis,AIR/DROPLET-BORNE DISEASES,2024,23,2,0,1,26,16,16
2825,Meningococcal Disease,AIR/DROPLET-BORNE DISEASES,2024,23,0,0,0,1,1,2
2826,Middle East Respiratory Syndrome^,AIR/DROPLET-BORNE DISEASES,2024,23,0,0,0,0,0,0
2827,#Mpox,AIR/DROPLET-BORNE DISEASES,2024,23,0,0,,8,6,
2828,Mumps,AIR/DROPLET-BORNE DISEASES,2024,23,6,2,2,121,80,90
2829,Pertussis,AIR/DROPLET-BORNE DISEASES,2024,23,5,1,0,43,7,7
2830,Pneumococcal Disease (Invasive),AIR/DROPLET-BORNE DISEASES,2024,23,1,1,0,58,57,34
2831,Rubella,AIR/DROPLET-BORNE DISEASES,2024,23,0,0,0,0,0,0
2832,Severe Acute Respiratory Syndrome,AIR/DROPLET-BORNE DISEASES,2024,23,0,0,0,0,0,0
2833,Tetanus,AIR/DROPLET-BORNE DISEASES,2024,23,0,0,0,0,1,0
2834,Acute Hepatitis B,OTHER DISEASES,2024,23,1,0,0,18,18,18
2835,Acute Hepatitis C,OTHER DISEASES,2024,23,0,0,0,7,7,7
2836,Botulism,OTHER DISEASES,2024,23,0,0,0,0,0,0
2837,Acute Hepatitis A,FOOD/WATER-BORNE DISEASES,2024,24,1,1,0,17,19,15
2838,Acute Hepatitis E,FOOD/WATER-BORNE DISEASES,2024,24,1,1,0,17,29,24
2839,Campylobacteriosis,FOOD/WATER-BORNE DISEASES,2024,24,15,5,9,223,196,224
2840,Cholera,FOOD/WATER-BORNE DISEASES,2024,24,0,0,0,0,0,0
2841,Paratyphoid,FOOD/WATER-BORNE DISEASES,2024,24,0,0,0,13,7,7
2842,Poliomyelitis,FOOD/WATER-BORNE DISEASES,2024,24,0,0,0,0,0,0
2843,Salmonellosis,FOOD/WATER-BORNE DISEASES,2024,24,28,32,34,602,568,662
2844,Typhoid,FOOD/WATER-BORNE DISEASES,2024,24,2,3,1,26,28,28
2845,Chikungunya Fever,VECTOR-BORNE DISEASES,2024,24,0,0,0,5,5,7
2846,Dengue Fever,VECTOR-BORNE DISEASES,2024,24,306,270,464,8640,3862,5143
2847,Dengue Haemorrhagic Fever,VECTOR-BORNE DISEASES,2024,24,0,0,1,31,2,25
2848,Japanese Encephalitis,VECTOR-BORNE DISEASES,2024,24,0,0,0,0,0,0
2849,Leptospirosis,VECTOR-BORNE DISEASES,2024,24,0,1,1,22,28,15
2850,Malaria,VECTOR-BORNE DISEASES,2024,24,1,0,0,10,7,7
2851,Murine Typhus,VECTOR-BORNE DISEASES,2024,24,1,0,0,30,4,4
2852,Nipah Virus Infection,VECTOR-BORNE DISEASES,2024,24,0,0,0,0,0,0
2853,Plague,VECTOR-BORNE DISEASES,2024,24,0,0,0,0,0,0
2854,Yellow Fever,VECTOR-BORNE DISEASES,2024,24,0,0,0,0,0,0
2855,Zika Virus Infection,VECTOR-BORNE DISEASES,2024,24,0,1,0,7,20,4
2856,Avian Influenza,AIR/DROPLET-BORNE DISEASES,2024,24,0,0,0,0,0,0
2857,Diphtheria,AIR/DROPLET-BORNE DISEASES,2024,24,0,0,0,0,0,0
2858,Ebola Virus Disease,AIR/DROPLET-BORNE DISEASES,2024,24,0,0,0,0,0,0
2859,Haemophilus influenzae  type b,AIR/DROPLET-BORNE DISEASES,2024,24,0,0,0,0,0,1
2860,Legionellosis,AIR/DROPLET-BORNE DISEASES,2024,24,2,0,0,12,9,8
2861,Measles,AIR/DROPLET-BORNE DISEASES,2024,24,0,0,0,8,6,6
2862,Melioidosis,AIR/DROPLET-BORNE DISEASES,2024,24,0,3,0,26,19,19
2863,Meningococcal Disease,AIR/DROPLET-BORNE DISEASES,2024,24,0,0,0,1,1,2
2864,Middle East Respiratory Syndrome^,AIR/DROPLET-BORNE DISEASES,2024,24,0,0,0,0,0,0
2865,"#Mpox",AIR/DROPLET-BORNE DISEASES,2024,24,1,0,,9,6,
2866,Mumps,AIR/DROPLET-BORNE DISEASES,2024,24,8,4,5,129,84,94
2867,Pertussis,AIR/DROPLET-BORNE DISEASES,2024,24,2,2,0,45,9,9
2868,Pneumococcal Disease (Invasive),AIR/DROPLET-BORNE DISEASES,2024,24,2,4,0,60,61,34
2869,Rubella,AIR/DROPLET-BORNE DISEASES,2024,24,0,0,0,0,0,0
2870,Severe Acute Respiratory Syndrome,AIR/DROPLET-BORNE DISEASES,2024,24,0,0,0,0,0,0
2871,Tetanus,AIR/DROPLET-BORNE DISEASES,2024,24,0,0,0,0,1,0
2872,Acute Hepatitis B,OTHER DISEASES,2024,24,0,1,1,18,19,19
2873,Acute Hepatitis C,OTHER DISEASES,2024,24,0,0,0,7,7,7
2874,Botulism,OTHER DISEASES,2024,24,0,0,0,0,0,0
2875,Acute Hepatitis A,FOOD/WATER-BORNE DISEASES,2024,25,2,2,0,19,21,15
2876,Acute Hepatitis E,FOOD/WATER-BORNE DISEASES,2024,25,0,2,0,17,31,24
2877,Campylobacteriosis,FOOD/WATER-BORNE DISEASES,2024,25,12,15,9,235,211,240
2878,Cholera,FOOD/WATER-BORNE DISEASES,2024,25,0,0,0,0,0,0
2879,Paratyphoid,FOOD/WATER-BORNE DISEASES,2024,25,0,0,0,13,7,7
2880,Poliomyelitis,FOOD/WATER-BORNE DISEASES,2024,25,0,0,0,0,0,0
2881,Salmonellosis,FOOD/WATER-BORNE DISEASES,2024,25,27,28,31,629,596,693
2882,Typhoid,FOOD/WATER-BORNE DISEASES,2024,25,1,2,0,27,30,30
2883,Chikungunya Fever,VECTOR-BORNE DISEASES,2024,25,0,0,0,5,5,7
2884,Dengue Fever,VECTOR-BORNE DISEASES,2024,25,296,214,430,8933,4076,5573
2885,Dengue Haemorrhagic Fever,VECTOR-BORNE DISEASES,2024,25,1,0,1,32,2,27
2886,Japanese Encephalitis,VECTOR-BORNE DISEASES,2024,25,0,0,0,0,0,0
2887,Leptospirosis,VECTOR-BORNE DISEASES,2024,25,1,2,0,23,30,16
2888,Malaria,VECTOR-BORNE DISEASES,2024,25,0,0,0,10,7,7
2889,Murine Typhus,VECTOR-BORNE DISEASES,2024,25,4,2,0,34,6,4
2890,Nipah Virus Infection,VECTOR-BORNE DISEASES,2024,25,0,0,0,0,0,0
2891,Plague,VECTOR-BORNE DISEASES,2024,25,0,0,0,0,0,0
2892,Yellow Fever,VECTOR-BORNE DISEASES,2024,25,0,0,0,0,0,0
2893,Zika Virus Infection,VECTOR-BORNE DISEASES,2024,25,0,1,0,7,21,4
2894,Avian Influenza,AIR/DROPLET-BORNE DISEASES,2024,25,0,0,0,0,0,0
2895,Diphtheria,AIR/DROPLET-BORNE DISEASES,2024,25,0,0,0,0,0,0
2896,Ebola Virus Disease,AIR/DROPLET-BORNE DISEASES,2024,25,0,0,0,0,0,0
2897,Haemophilus influenzae  type b,AIR/DROPLET-BORNE DISEASES,2024,25,0,0,0,0,0,1
2898,Legionellosis,AIR/DROPLET-BORNE DISEASES,2024,25,0,0,0,12,9,9
2899,Measles,AIR/DROPLET-BORNE DISEASES,2024,25,0,0,0,8,6,6
2900,Melioidosis,AIR/DROPLET-BORNE DISEASES,2024,25,0,1,0,26,20,20
2901,Meningococcal Disease,AIR/DROPLET-BORNE DISEASES,2024,25,0,0,0,1,1,2
2902,Middle East Respiratory Syndrome^,AIR/DROPLET-BORNE DISEASES,2024,25,0,0,0,0,0,0
2903,"#Mpox",AIR/DROPLET-BORNE DISEASES,2024,25,0,0,,9,6,
2904,Mumps,AIR/DROPLET-BORNE DISEASES,2024,25,0,0,4,129,84,98
2905,Pertussis,AIR/DROPLET-BORNE DISEASES,2024,25,6,0,0,51,9,9
2906,Pneumococcal Disease (Invasive),AIR/DROPLET-BORNE DISEASES,2024,25,2,3,1,62,64,34
2907,Rubella,AIR/DROPLET-BORNE DISEASES,2024,25,0,0,0,0,0,0
2908,Severe Acute Respiratory Syndrome,AIR/DROPLET-BORNE DISEASES,2024,25,0,0,0,0,0,0
2909,Tetanus,AIR/DROPLET-BORNE DISEASES,2024,25,0,0,0,0,1,0
2910,Acute Hepatitis B,OTHER DISEASES,2024,25,2,0,0,21,19,19
2911,Acute Hepatitis C,OTHER DISEASES,2024,25,0,1,0,7,4,8
2912,Botulism,OTHER DISEASES,2024,25,0,0,0,0,0,0
2913,Acute Hepatitis A,FOOD/WATER-BORNE DISEASES,2024,26,1,0,1,20,21,15
2914,Acute Hepatitis E,FOOD/WATER-BORNE DISEASES,2024,26,0,0,1,18,31,24
2915,Campylobacteriosis,FOOD/WATER-BORNE DISEASES,2024,26,16,6,9,251,217,246
2916,Cholera,FOOD/WATER-BORNE DISEASES,2024,26,0,0,0,0,0,0
2917,Paratyphoid,FOOD/WATER-BORNE DISEASES,2024,26,0,0,0,13,7,7
2918,Poliomyelitis,FOOD/WATER-BORNE DISEASES,2024,26,0,0,0,0,0,0
2919,Salmonellosis,FOOD/WATER-BORNE DISEASES,2024,26,46,26,31,675,622,724
2920,Typhoid,FOOD/WATER-BORNE DISEASES,2024,26,0,1,1,27,31,31
2921,Chikungunya Fever,VECTOR-BORNE DISEASES,2024,26,1,0,0,6,5,8
2922,Dengue Fever,VECTOR-BORNE DISEASES,2024,26,292,271,492,9225,4347,6065
2923,Dengue Haemorrhagic Fever,VECTOR-BORNE DISEASES,2024,26,0,0,0,32,2,27
2924,Japanese Encephalitis,VECTOR-BORNE DISEASES,2024,26,0,0,0,0,0,0
2925,Leptospirosis,VECTOR-BORNE DISEASES,2024,26,2,2,0,25,32,16
2926,Malaria,VECTOR-BORNE DISEASES,2024,26,0,0,0,10,7,7
2927,Murine Typhus,VECTOR-BORNE DISEASES,2024,26,2,0,0,36,6,4
2928,Nipah Virus Infection,VECTOR-BORNE DISEASES,2024,26,0,0,0,0,0,0
2929,Plague,VECTOR-BORNE DISEASES,2024,26,0,0,0,0,0,0
2930,Yellow Fever,VECTOR-BORNE DISEASES,2024,26,0,0,0,0,0,0
2931,Zika Virus Infection,VECTOR-BORNE DISEASES,2024,26,1,1,0,8,22,4
2932,Avian Influenza,AIR/DROPLET-BORNE DISEASES,2024,26,0,0,0,0,0,0
2933,Diphtheria,AIR/DROPLET-BORNE DISEASES,2024,26,0,0,0,0,0,0
2934,Ebola Virus Disease,AIR/DROPLET-BORNE DISEASES,2024,26,0,0,0,0,0,0
2935,Haemophilus influenzae  type b,AIR/DROPLET-BORNE DISEASES,2024,26,0,0,0,0,0,1
2936,Legionellosis,AIR/DROPLET-BORNE DISEASES,2024,26,2,1,1,14,10,10
2937,Measles,AIR/DROPLET-BORNE DISEASES,2024,26,0,0,0,8,6,6
2938,Melioidosis,AIR/DROPLET-BORNE DISEASES,2024,26,2,0,1,28,20,20
2939,Meningococcal Disease,AIR/DROPLET-BORNE DISEASES,2024,26,0,0,0,1,1,2
2940,Middle East Respiratory Syndrome^,AIR/DROPLET-BORNE DISEASES,2024,26,0,0,0,0,0,0
2941,"#Mpox",AIR/DROPLET-BORNE DISEASES,2024,26,0,0,,9,6,
2942,Mumps,AIR/DROPLET-BORNE DISEASES,2024,26,7,3,6,136,87,100
2943,Pertussis,AIR/DROPLET-BORNE DISEASES,2024,26,1,1,0,52,10,10
2944,Pneumococcal Disease (Invasive),AIR/DROPLET-BORNE DISEASES,2024,26,2,3,1,64,67,34
2945,Rubella,AIR/DROPLET-BORNE DISEASES,2024,26,0,0,0,0,0,0
2946,Severe Acute Respiratory Syndrome,AIR/DROPLET-BORNE DISEASES,2024,26,0,0,0,0,0,0
2947,Tetanus,AIR/DROPLET-BORNE DISEASES,2024,26,0,0,0,0,1,0
2948,Acute Hepatitis B,OTHER DISEASES,2024,26,2,0,0,22,19,19
2949,Acute Hepatitis C,OTHER DISEASES,2024,26,1,0,0,7,4,9
2950,Botulism,OTHER DISEASES,2024,26,0,0,0,0,0,0
2951,Acute Hepatitis A,FOOD/WATER-BORNE DISEASES,2024,27,2,1,1,22,22,16
2952,Acute Hepatitis E,FOOD/WATER-BORNE DISEASES,2024,27,0,2,1,18,33,25
2953,Campylobacteriosis,FOOD/WATER-BORNE DISEASES,2024,27,12,11,12,263,228,258
2954,Cholera,FOOD/WATER-BORNE DISEASES,2024,27,0,0,0,0,0,0
2955,Paratyphoid,FOOD/WATER-BORNE DISEASES,2024,27,0,0,0,13,7,7
2956,Poliomyelitis,FOOD/WATER-BORNE DISEASES,2024,27,0,0,0,0,0,0
2957,Salmonellosis,FOOD/WATER-BORNE DISEASES,2024,27,29,19,26,704,641,747
2958,Typhoid,FOOD/WATER-BORNE DISEASES,2024,27,1,3,0,28,34,32
2959,Chikungunya Fever,VECTOR-BORNE DISEASES,2024,27,1,0,0,7,5,8
2960,Dengue Fever,VECTOR-BORNE DISEASES,2024,27,327,235,591,9551,4582,6656
2961,Dengue Haemorrhagic Fever,VECTOR-BORNE DISEASES,2024,27,0,0,0,32,2,29
2962,Japanese Encephalitis,VECTOR-BORNE DISEASES,2024,27,0,0,0,0,0,0
2963,Leptospirosis,VECTOR-BORNE DISEASES,2024,27,1,1,0,26,33,16
2964,Malaria,VECTOR-BORNE DISEASES,2024,27,0,0,1,10,7,7
2965,Murine Typhus,VECTOR-BORNE DISEASES,2024,27,0,0,0,36,6,4
2966,Nipah Virus Infection,VECTOR-BORNE DISEASES,2024,27,0,0,0,0,0,0
2967,Plague,VECTOR-BORNE DISEASES,2024,27,0,0,0,0,0,0
2968,Yellow Fever,VECTOR-BORNE DISEASES,2024,27,0,0,0,0,0,0
2969,Zika Virus Infection,VECTOR-BORNE DISEASES,2024,27,0,0,0,8,22,4
2970,Avian Influenza,AIR/DROPLET-BORNE DISEASES,2024,27,0,0,0,0,0,0
2971,Diphtheria,AIR/DROPLET-BORNE DISEASES,2024,27,0,0,0,0,0,0
2972,Ebola Virus Disease,AIR/DROPLET-BORNE DISEASES,2024,27,0,0,0,0,0,0
2973,Haemophilus influenzae  type b,AIR/DROPLET-BORNE DISEASES,2024,27,0,0,0,0,0,1
2974,Legionellosis,AIR/DROPLET-BORNE DISEASES,2024,27,2,0,0,16,10,10
2975,Measles,AIR/DROPLET-BORNE DISEASES,2024,27,0,0,0,8,6,6
2976,Melioidosis,AIR/DROPLET-BORNE DISEASES,2024,27,2,1,1,30,21,21
2977,Meningococcal Disease,AIR/DROPLET-BORNE DISEASES,2024,27,0,0,0,1,1,2
2978,Middle East Respiratory Syndrome^,AIR/DROPLET-BORNE DISEASES,2024,27,0,0,0,0,0,0
2979,"#Mpox",AIR/DROPLET-BORNE DISEASES,2024,27,1,0,,10,6,
2980,Mumps,AIR/DROPLET-BORNE DISEASES,2024,27,1,9,6,137,96,102
2981,Pertussis,AIR/DROPLET-BORNE DISEASES,2024,27,1,0,0,53,10,10
2982,Pneumococcal Disease (Invasive),AIR/DROPLET-BORNE DISEASES,2024,27,0,2,1,64,69,34
2983,Rubella,AIR/DROPLET-BORNE DISEASES,2024,27,0,0,0,0,0,0
2984,Severe Acute Respiratory Syndrome,AIR/DROPLET-BORNE DISEASES,2024,27,0,0,0,0,0,0
2985,Tetanus,AIR/DROPLET-BORNE DISEASES,2024,27,0,0,0,0,1,0
2986,Acute Hepatitis B,OTHER DISEASES,2024,27,0,0,0,22,19,19
2987,Acute Hepatitis C,OTHER DISEASES,2024,27,0,0,0,8,4,10
2988,Botulism,OTHER DISEASES,2024,27,0,0,0,0,0,0
2989,Acute Hepatitis A,FOOD/WATER-BORNE DISEASES,2024,28,1,3,1,23,25,18
2990,Acute Hepatitis E,FOOD/WATER-BORNE DISEASES,2024,28,0,1,1,18,34,26
2991,Campylobacteriosis,FOOD/WATER-BORNE DISEASES,2024,28,11,9,8,274,237,266
2992,Cholera,FOOD/WATER-BORNE DISEASES,2024,28,0,0,0,0,0,0
2993,Paratyphoid,FOOD/WATER-BORNE DISEASES,2024,28,0,0,0,13,7,7
2994,Poliomyelitis,FOOD/WATER-BORNE DISEASES,2024,28,0,0,0,0,0,0
2995,Salmonellosis,FOOD/WATER-BORNE DISEASES,2024,28,33,34,31,737,675,780
2996,Typhoid,FOOD/WATER-BORNE DISEASES,2024,28,1,5,0,29,39,32
2997,Chikungunya Fever,VECTOR-BORNE DISEASES,2024,28,0,0,0,7,5,10
2998,Dengue Fever,VECTOR-BORNE DISEASES,2024,28,291,208,661,9842,4790,7317
2999,Dengue Haemorrhagic Fever,VECTOR-BORNE DISEASES,2024,28,0,0,0,32,2,29
3000,Japanese Encephalitis,VECTOR-BORNE DISEASES,2024,28,0,0,0,1,0,0
3001,Leptospirosis,VECTOR-BORNE DISEASES,2024,28,0,4,2,26,37,18
3002,Malaria,VECTOR-BORNE DISEASES,2024,28,1,1,0,11,8,8
3003,Murine Typhus,VECTOR-BORNE DISEASES,2024,28,0,0,0,36,6,4
3004,Nipah Virus Infection,VECTOR-BORNE DISEASES,2024,28,0,0,0,0,0,0
3005,Plague,VECTOR-BORNE DISEASES,2024,28,0,0,0,0,0,0
3006,Yellow Fever,VECTOR-BORNE DISEASES,2024,28,0,0,0,0,0,0
3007,Zika Virus Infection,VECTOR-BORNE DISEASES,2024,28,1,0,0,9,22,4
3008,Avian Influenza,AIR/DROPLET-BORNE DISEASES,2024,28,0,0,0,0,0,0
3009,Diphtheria,AIR/DROPLET-BORNE DISEASES,2024,28,0,0,0,0,0,0
3010,Ebola Virus Disease,AIR/DROPLET-BORNE DISEASES,2024,28,0,0,0,0,0,0
3011,Haemophilus influenzae  type b,AIR/DROPLET-BORNE DISEASES,2024,28,0,0,0,0,0,1
3012,Legionellosis,AIR/DROPLET-BORNE DISEASES,2024,28,0,0,0,16,10,10
3013,Measles,AIR/DROPLET-BORNE DISEASES,2024,28,0,0,0,8,6,6
3014,Melioidosis,AIR/DROPLET-BORNE DISEASES,2024,28,2,0,1,32,21,21
3015,Meningococcal Disease,AIR/DROPLET-BORNE DISEASES,2024,28,0,0,0,1,1,2
3016,Middle East Respiratory Syndrome^,AIR/DROPLET-BORNE DISEASES,2024,28,0,0,0,0,0,0
3017,"#Mpox",AIR/DROPLET-BORNE DISEASES,2024,28,0,1,,10,7,
3018,Mumps,AIR/DROPLET-BORNE DISEASES,2024,28,2,3,5,139,99,107
3019,Pertussis,AIR/DROPLET-BORNE DISEASES,2024,28,4,1,0,57,11,11
3020,Pneumococcal Disease (Invasive),AIR/DROPLET-BORNE DISEASES,2024,28,1,3,3,65,72,34
3021,Rubella,AIR/DROPLET-BORNE DISEASES,2024,28,0,0,0,0,0,0
3022,Severe Acute Respiratory Syndrome,AIR/DROPLET-BORNE DISEASES,2024,28,0,0,0,0,0,0
3023,Tetanus,AIR/DROPLET-BORNE DISEASES,2024,28,1,0,0,1,1,0
3024,Acute Hepatitis B,OTHER DISEASES,2024,28,0,0,1,22,19,19
3025,Acute Hepatitis C,OTHER DISEASES,2024,28,1,1,0,9,5,10
3026,Botulism,OTHER DISEASES,2024,28,0,0,0,0,0,0
3027,Acute Hepatitis A,FOOD/WATER-BORNE DISEASES,2024,29,3,1,0,26,26,18
3028,Acute Hepatitis E,FOOD/WATER-BORNE DISEASES,2024,29,1,0,1,19,34,27
3029,Campylobacteriosis,FOOD/WATER-BORNE DISEASES,2024,29,11,6,12,285,243,278
3030,Cholera,FOOD/WATER-BORNE DISEASES,2024,29,0,0,0,0,0,0
3031,Paratyphoid,FOOD/WATER-BORNE DISEASES,2024,29,0,0,0,13,7,7
3032,Poliomyelitis,FOOD/WATER-BORNE DISEASES,2024,29,0,0,0,0,0,0
3033,Salmonellosis,FOOD/WATER-BORNE DISEASES,2024,29,36,46,35,773,721,815
3034,Typhoid,FOOD/WATER-BORNE DISEASES,2024,29,1,1,0,30,40,32
3035,Chikungunya Fever,VECTOR-BORNE DISEASES,2024,29,0,0,0,7,5,10
3036,Dengue Fever,VECTOR-BORNE DISEASES,2024,29,236,200,644,10078,4990,7961
3037,Dengue Haemorrhagic Fever,VECTOR-BORNE DISEASES,2024,29,0,0,1,32,2,30
3038,Japanese Encephalitis,VECTOR-BORNE DISEASES,2024,29,0,0,0,1,0,0
3039,Leptospirosis,VECTOR-BORNE DISEASES,2024,29,2,2,1,28,39,18
3040,Malaria,VECTOR-BORNE DISEASES,2024,29,0,0,0,11,8,8
3041,Murine Typhus,VECTOR-BORNE DISEASES,2024,29,0,0,0,36,6,5
3042,Nipah Virus Infection,VECTOR-BORNE DISEASES,2024,29,0,0,0,0,0,0
3043,Plague,VECTOR-BORNE DISEASES,2024,29,0,0,0,0,0,0
3044,Yellow Fever,VECTOR-BORNE DISEASES,2024,29,0,0,0,0,0,0
3045,Zika Virus Infection,VECTOR-BORNE DISEASES,2024,29,0,1,0,9,23,4
3046,Avian Influenza,AIR/DROPLET-BORNE DISEASES,2024,29,0,0,0,0,0,0
3047,Diphtheria,AIR/DROPLET-BORNE DISEASES,2024,29,0,0,0,0,0,0
3048,Ebola Virus Disease,AIR/DROPLET-BORNE DISEASES,2024,29,0,0,0,0,0,0
3049,Haemophilus influenzae  type b,AIR/DROPLET-BORNE DISEASES,2024,29,0,0,0,0,0,1
3050,Legionellosis,AIR/DROPLET-BORNE DISEASES,2024,29,1,1,0,17,11,11
3051,Measles,AIR/DROPLET-BORNE DISEASES,2024,29,0,0,0,8,6,6
3052,Melioidosis,AIR/DROPLET-BORNE DISEASES,2024,29,3,0,1,35,21,21
3053,Meningococcal Disease,AIR/DROPLET-BORNE DISEASES,2024,29,0,0,0,1,1,2
3054,Middle East Respiratory Syndrome^,AIR/DROPLET-BORNE DISEASES,2024,29,0,0,0,0,0,0
3055,#Mpox,AIR/DROPLET-BORNE DISEASES,2024,29,0,0,,10,7,
3056,Mumps,AIR/DROPLET-BORNE DISEASES,2024,29,8,3,5,147,102,112
3057,Pertussis,AIR/DROPLET-BORNE DISEASES,2024,29,2,0,0,59,11,11
3058,Pneumococcal Disease (Invasive),AIR/DROPLET-BORNE DISEASES,2024,29,2,1,1,67,73,34
3059,Rubella,AIR/DROPLET-BORNE DISEASES,2024,29,0,0,0,0,0,0
3060,Severe Acute Respiratory Syndrome,AIR/DROPLET-BORNE DISEASES,2024,29,0,0,0,0,0,0
3061,Tetanus,AIR/DROPLET-BORNE DISEASES,2024,29,0,0,0,1,1,0
3062,Acute Hepatitis B,OTHER DISEASES,2024,29,1,1,1,23,20,20
3063,Acute Hepatitis C,OTHER DISEASES,2024,29,0,1,0,9,6,10
3064,Botulism,OTHER DISEASES,2024,29,0,0,0,0,0,0
3065,Acute Hepatitis A,FOOD/WATER-BORNE DISEASES,2024,30,4,1,1,30,27,18
3066,Acute Hepatitis E,FOOD/WATER-BORNE DISEASES,2024,30,3,1,1,22,35,27
3067,Campylobacteriosis,FOOD/WATER-BORNE DISEASES,2024,30,9,8,8,294,251,285
3068,Cholera,FOOD/WATER-BORNE DISEASES,2024,30,0,0,0,0,0,0
3069,Paratyphoid,FOOD/WATER-BORNE DISEASES,2024,30,1,0,0,14,7,7
3070,Poliomyelitis,FOOD/WATER-BORNE DISEASES,2024,30,0,0,0,0,0,0
3071,Salmonellosis,FOOD/WATER-BORNE DISEASES,2024,30,38,27,27,811,748,833
3072,Typhoid,FOOD/WATER-BORNE DISEASES,2024,30,0,1,2,30,41,34
3073,Chikungunya Fever,VECTOR-BORNE DISEASES,2024,30,0,0,0,7,5,10
3074,Dengue Fever,VECTOR-BORNE DISEASES,2024,30,309,214,601,10387,5204,8562
3075,Dengue Haemorrhagic Fever,VECTOR-BORNE DISEASES,2024,30,2,1,1,34,3,30
3076,Japanese Encephalitis,VECTOR-BORNE DISEASES,2024,30,0,0,0,1,0,0
3077,Leptospirosis,VECTOR-BORNE DISEASES,2024,30,0,1,1,28,40,18
3078,Malaria,VECTOR-BORNE DISEASES,2024,30,3,0,0,14,8,9
3079,Murine Typhus,VECTOR-BORNE DISEASES,2024,30,0,1,0,36,7,5
3080,Nipah Virus Infection,VECTOR-BORNE DISEASES,2024,30,0,0,0,0,0,0
3081,Plague,VECTOR-BORNE DISEASES,2024,30,0,0,0,0,0,0
3082,Yellow Fever,VECTOR-BORNE DISEASES,2024,30,0,0,0,0,0,0
3083,Zika Virus Infection,VECTOR-BORNE DISEASES,2024,30,0,1,0,9,24,4
3084,Avian Influenza,AIR/DROPLET-BORNE DISEASES,2024,30,0,0,0,0,0,0
3085,Diphtheria,AIR/DROPLET-BORNE DISEASES,2024,30,0,0,0,0,0,0
3086,Ebola Virus Disease,AIR/DROPLET-BORNE DISEASES,2024,30,0,0,0,0,0,0
3087,Haemophilus influenzae  type b,AIR/DROPLET-BORNE DISEASES,2024,30,0,0,0,0,0,1
3088,Legionellosis,AIR/DROPLET-BORNE DISEASES,2024,30,1,0,1,18,11,11
3089,Measles,AIR/DROPLET-BORNE DISEASES,2024,30,0,0,0,8,6,6
3090,Melioidosis,AIR/DROPLET-BORNE DISEASES,2024,30,0,1,1,35,22,22
3091,Meningococcal Disease,AIR/DROPLET-BORNE DISEASES,2024,30,0,0,0,1,1,2
3092,Middle East Respiratory Syndrome^,AIR/DROPLET-BORNE DISEASES,2024,30,0,0,0,0,0,0
3093,"#Mpox",AIR/DROPLET-BORNE DISEASES,2024,30,0,0,,10,7,
3094,Mumps,AIR/DROPLET-BORNE DISEASES,2024,30,4,1,7,151,103,118
3095,Pertussis,AIR/DROPLET-BORNE DISEASES,2024,30,1,0,0,60,11,11
3096,Pneumococcal Disease (Invasive),AIR/DROPLET-BORNE DISEASES,2024,30,4,3,1,71,76,35
3097,Rubella,AIR/DROPLET-BORNE DISEASES,2024,30,0,0,0,0,0,0
3098,Severe Acute Respiratory Syndrome,AIR/DROPLET-BORNE DISEASES,2024,30,0,0,0,0,0,0
3099,Tetanus,AIR/DROPLET-BORNE DISEASES,2024,30,0,0,0,1,1,0
